CountryName,CountryCode,Date,S1_School closing,S1_IsGeneral,S1_Notes,S2_Workplace closing,S2_IsGeneral,S2_Notes,S3_Cancel public events,S3_IsGeneral,S3_Notes,S4_Close public transport,S4_IsGeneral,S4_Notes,S5_Public information campaigns,S5_IsGeneral,S5_Notes,S6_Restrictions on internal movement,S6_IsGeneral,S6_Notes,S7_International travel controls,S7_Notes,S8_Fiscal measures,S8_Notes,S9_Monetary measures,S9_Notes,S10_Emergency investment in health care,S10_Notes,S11_Investment in Vaccines,S11_Notes,ConfirmedCases,ConfirmedDeaths,StringencyIndex,
Venezuela,VEN,20200201,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,0,"	"
Vietnam,VNM,20200201,2,1,"In the spirit of erring on the side of caution, all schools remained closed after the Lunar New Year, substituting classroom w",,,,0,0,,,,,,,,0,0,,3,Vietnam stopped issuing visas for Chinese tourists on January 30 as a temporary measure. Foreign visitors who have visited mai,,,,,,,,,5,0,29,"	"
South Africa,ZAF,20200201,0,,,0,,,0,,,0,,,0,,,0,,,1,,0,,6,,0,,0,,,,5,"	"
Zimbabwe,ZWE,20200201,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,,,,,,,,,,0,"	"
Taiwan,TWN,20200201,0,,,0,,,0,,,0,,,1,1,"https://ocgptweb.azurewebsites.net/View?param=Filter
'This trend of fast response continued after Taiwan activated its Central Epidemic Command Center (CECC), which serves as a coordinator of all epidemic responses and updates the public about COVID-19.' -one of the aims of CECC is to give massive information campaigns.",0,,,0,,,,,,,,,,9,0,14,"	"
Afghanistan,AFG,20200202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
United Arab Emirates,ARE,20200202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,,"	"
Argentina,ARG,20200202,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,0,"	"
Armenia,ARM,20200202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Australia,AUS,20200202,0,,,0,,,0,,,0,,,1,0,,0,,,3,,,,1,,,,,,9,0,21,"	"
Austria,AUT,20200202,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,0,,0,,0,,0,0,0,"	"
Azerbaijan,AZE,20200202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Belgium,BEL,20200202,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,0,,0,,0,,0,0,0,"	"
Bulgaria,BGR,20200202,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,0,,0,,0,,,,0,"	"
Bahrain,BHR,20200202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Belarus,BLR,20200202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Belize,BLZ,20200202,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,2,,0,,0,,,,0,"	"
Bermuda,BMU,20200202,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,0,"	"
Bolivia,BOL,20200202,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,0,"	"
Brazil,BRA,20200202,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,0,0,0,"	"
Barbados,BRB,20200202,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,0,"	"
Botswana,BWA,20200202,,,,0,,,0,,,0,,,1,1,Online public health website notification (http://web.archive.org/web/20200322110625/https://www.moh.gov.bw/coronavirus.html) and travellers posters (https://www.moh.gov.bw/Publications/coronavirus/Travellers_poster.pdf),0,,,1,Self referral screening from December,0,,5,https://tradingeconomics.com/botswana/interest-rate,0,,0,,,,19,"	"
Canada,CAN,20200202,0,,,0,,,0,,,0,,,0,,,0,,,1,,0,,1,,,,0,,4,0,5,"	"
Switzerland,CHE,20200202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Chile,CHL,20200202,0,0,,0,0,,0,0,,,0,,0,0,,0,0,,0,,0,,,,,,,,,,0,"	"
China,CHN,20200202,2,1,,2,1,,2,0,,2,0,,1,1,,2,0,,0,,,,,,,,,,11809,259,71,"	"
Democratic Republic of Congo,COD,20200202,0,,,0,,,0,,,0,,,,,,0,,,0,,0,,0,,,,0,,,,0,"	"
Costa Rica,CRI,20200202,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0,,,,,,,,,,0,"	"
Czech Republic,CZE,20200202,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,2,,0,,0,,0,0,0,"	"
Germany,DEU,20200202,0,0,,0,0,,0,0,,0,,,1,1,,0,0,,0,,0,,0,,0,,0,,7,0,14,"	"
Denmark,DNK,20200202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Dominican Republic,DOM,20200202,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,0,0,0,"	"
Algeria,DZA,20200202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Ecuador,ECU,20200202,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,0,0,0,"	"
Egypt,EGY,20200202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Spain,ESP,20200202,0,,,0,,,0,,,0,,,1,1,,0,,,0,,0,,0,,0,,0,,1,0,14,"	"
Estonia,EST,20200202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Finland,FIN,20200202,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,0,,0,,0,,1,0,0,"	"
France,FRA,20200202,0,,,0,,,0,,,0,,,1,0,,0,,,2,,0,,0,,0,,0,,6,0,17,"	"
United Kingdom,GBR,20200202,0,0,,0,0,,0,0,,0,0,,1,1,https://www.gov.uk/government/news/coronavirus-public-information-campaign-launched-across-the-uk,0,0,,0,,,,1,,,,,,2,0,14,"	"
Georgia,GEO,20200202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Greece,GRC,20200202,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,0,,0,,0,,0,0,0,"	"
Guatemala,GTM,20200202,0,0,,0,0,,0,0,,0,0,,1,1,,0,0,,2,,0,,0,,0,,0,,,,24,"	"
Guyana,GUY,20200202,0,0,,,,,,,,,,,0,0,,,,,0,,,,,,,,,,,,0,"	"
Hong Kong,HKG,20200202,2,1,,2,1,,2,1,,0,0,,1,1,,0,0,,3,,0,,,,0,,,,,,71,"	"
Honduras,HND,20200202,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,,0,,0,,0,,,,0,"	"
Croatia,HRV,20200202,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,3,,0,,0,,0,0,0,"	"
Hungary,HUN,20200202,0,,,0,,,0,,,0,,,1,1,,0,,,0,,0,,1,,0,,0,,,,14,"	"
Indonesia,IDN,20200202,1,0,The Local Government of Natuna Island (Regency) issued a local decree to close public schools for 2 weeks (3-17 February 2020),0,0,,0,0,,0,0,,1,1,,0,0,,1,"Announced the government will close border to all travelers from China, effectively start on 5 February midnight",,,,,,,,,0,0,24,"	"
India,IND,20200202,0,,,0,,,0,,,0,,,1,0,"https://english.mathrubhumi.com/news/kerala/kerala-to-launch-awareness-campaign-after-positive-case-of-novel-coronavirus-detected-1.4489523
https://www.edexlive.com/news/2020/feb/03/kerala-government-plays-coronavirus-awareness-video-in-all-government-schools-heres-how-it-was-10120.html
https://www.thehindu.com/sci-tech/health/a-new-virus-emerges-in-china/article30567853.ece
https://economictimes.indiatimes.com/magazines/panache/this-live-interactive-dashboard-tracks-coronavirus-cases-in-real-time-has-resources-for-raising-awareness-about-virus/articleshow/73766595.cms?from=mdr
",0,,,1,https://www.mohfw.gov.in/pdf/TraveladvisorytotravelersvisitingChina25012020.pdf,0,,,https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49424,0,,0,,1,0,12,"	"
Ireland,IRL,20200202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Iran,IRN,20200202,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,0,,0,,0,,0,0,0,"	"
Iraq,IRQ,20200202,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,0,0,0,"	"
Iceland,ISL,20200202,0,0,,0,0,,0,0,,0,0,,1,1,,,,,,,,,,,,,,,0,0,14,"	"
Israel,ISR,20200202,0,0,,0,0,,0,0,,0,0,,,,,0,0,,1,"Everyone returning from China  must be quarantined (in their home) for 14 days, https://www.ynet.co.il/articles/0,7340,L-56709",0,,0,,0,,1,"The prime minister has ordered the construction of a 'vaccine factory' and development of a vaccine has started, https://new",0,0,5,"	"
Italy,ITA,20200202,0,,,0,,,0,,,0,,,,,,0,,,3,,,,,,,,,,3,0,14,"	"
Jordan,JOR,20200202,0,0,,0,0,,0,0,,0,0,,,,,,,,0,,,,,,,,,,,,0,"	"
Japan,JPN,20200202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,0,,"	"
Kenya,KEN,20200202,0,,,0,,,0,,,0,,,0,,,0,,,1,,0,,8,,0,,0,,,,5,"	"
Cambodia,KHM,20200202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,"	"
South Korea,KOR,20200202,0,,,0,,,2,0,,0,,,1,1,,0,,,0,,0,,1.25,,0,,,,12,0,24,"	"
Kuwait,KWT,20200202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Laos,LAO,20200202,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,0,"	"
Lebanon,LBN,20200202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Sri Lanka,LKA,20200202,0,,,0,1,,0,,,0,,,1,1,"Daily situation report, Government release procedures for sampling and testing",1,1,Avoidance of crowded areas advised,1,"Thermal scanners, health desk and screening of symptoms in airport",0,,7,"The Central Bank of Sri Lanka (CBSL) lowered the standing deposit facility rate (SDFR) and standing lending facility rate (SLFR) by 50 basis points (bps) each to 6.50% and 7.50%, respectively. The statutory reserve ratio (SRR) was, however, left unchanged at 5% (https://uk.reuters.com/article/sri-lanka-economy-rates/update-2-sri-lanka-cenbank-unexpectedly-cuts-key-interest-rates-to-support-growth-idUSL4N29Z0SN); https://tradingeconomics.com/sri-lanka/interest-rate",0,,0,,1,0,29,"	"
Lithuania,LTU,20200202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Luxembourg,LUX,20200202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Macao,MAC,20200202,2,1,,0,0,,2,1,,,,,1,1,,1,1,the DSEJ strongly urges teachers and students to quarantine themselves at home; they should neither go out nor gather unless i,1,,,,,,,,,,,,57,"	"
Monaco,MCO,20200202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Mexico,MEX,20200202,0,0,,0,0,,0,0,,0,0,,1,1,,0,0,,1,,0,,0,,0,,0,,0,0,19,"	"
Macedonia,MKD,20200202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Myanmar,MMR,20200202,0,0,,0,0,,0,0,,0,0,,1,0,,0,0,,1,,0,,,,,,0,,,,12,"	"
Malaysia,MYS,20200202,0,0,,0,0,,0,0,,0,0,,1,1,"Ministry of Health has been issuing updates, guidance and infographics since around the time of the 1st case on 23 Jan 2020 [https://web.archive.org/save/http://www.moh.gov.my/index.php/pages/view/2019-ncov-wuhan-infografik; https://twitter.com/KKMPutrajaya; https://m.facebook.com/kementeriankesihatanmalaysia/] ",0,0,,3,,,,2.75,https://web.archive.org/web/20200327002900/https://www.bnm.gov.my/index.php?csrf=&ch=mone&pg=mone_opr_stmt&lang=en&yearfr=2020,,,,,8,0,29,"	"
Nigeria,NGA,20200202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Nicaragua,NIC,20200202,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,0,"	"
Netherlands,NLD,20200202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Norway,NOR,20200202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Nepal,NPL,20200202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,"	"
New Zealand,NZL,20200202,0,0,,0,0,,0,0,,0,0,,,,,,,,3,https://www.reuters.com/article/china-health-new-zealand/new-zealand-to-bar-entry-to-foreigners-travelling-from-mainland-china,0,,1,,0,,,,0,0,14,"	"
Oman,OMN,20200202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Pakistan,PAK,20200202,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,0,,0,,0,,0,0,0,"	"
Panama,PAN,20200202,0,0,,0,0,,0,0,,0,0,,1,1,,0,0,,1,,0,,0,,0,,0,,,,19,"	"
Philippines,PHL,20200202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,"	"
Poland,POL,20200202,0,,,0,,,0,,,0,,,1,0,,0,,,0,,0,,2,,0,,0,,,,7,"	"
Portugal,PRT,20200202,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,0,"	"
Qatar,QAT,20200202,0,,,0,,,0,,,0,,,1,1,"Informing public about the steps it has taken, screening in place, testing etc. @MOPHQatar has videos, updates and live feeds",0,,,3,“Qatar Airways has taken the decision to suspend flights to mainland China from 3 February until further notice” https://web.archive.org/web/20200326161509/https://www.qatarairways.com/en/press-releases/2019/December/ChinaFlights.html ,0,,4,https://tradingeconomics.com/qatar/interest-rate,0,,0,,0,0,29,"	"
Romania,ROU,20200202,0,,,0,,,0,,,0,,,0,,,0,,,1,,0,,3,,0,,0,,0,0,5,"	"
Russia,RUS,20200202,0,,,0,,,0,,,0,,,0,,,0,,,3,,0,,6,,0,,0,,2,0,14,"	"
Singapore,SGP,20200202,0,0,,0,0,,0,0,,0,0,,1,1,,0,0,,3,,,,,,,,,,16,0,29,"	"
El Salvador,SLV,20200202,0,0,,0,0,,0,0,,0,0,,1,1,https://www.facebook.com/salud.sv/photos/a.999439960078450/2918171491538611/?type=1&theater,0,0,,0,,0,,0,,0,,0,,,,14,"	"
San Marino,SMR,20200202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Serbia,SRB,20200202,0,,,0,,,0,,,0,,,0,,,0,,,1,,0,,2,,0,,0,,,,5,"	"
Slovak Republic,SVK,20200202,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,,,,,,,,,,,,0,"	"
Slovenia,SVN,20200202,0,0,,0,0,,0,0,,,,,,,,0,0,,0,,,,,,,,,,,,0,"	"
Sweden,SWE,20200202,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,,0,,0,,1,0,0,"	"
Syria,SYR,20200202,0,,,0,,,0,,,0,,,0,,,0,,,1,'Strict measures being taken at border crossings to detect any cases of Coronavirus' https://www.sana.sy/en/?p=184054,,,,,,,,,,,5,"	"
Thailand,THA,20200202,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0,,1.25,,0,,0,,19,0,0,"	"
Tanzania,TZA,20200202,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,0,"	"
Uganda,UGA,20200202,0,1,,0,1,,0,1,,0,1,,1,1,,0,1,,1,Entebbe airport,0,,0,,0,,0,,,,19,"	"
United States,USA,20200202,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,2,,0,,2,,,,,,7,0,10,"	"
Venezuela,VEN,20200202,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,0,"	"
Vietnam,VNM,20200202,2,1,,,,,0,0,,,,,,,,0,0,,3,,,,,,,,,,5,0,29,"	"
South Africa,ZAF,20200202,0,,,0,,,0,,,0,,,0,,,0,,,1,,0,,6,,0,,0,,,,5,"	"
Zimbabwe,ZWE,20200202,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,,,,,,,,,,0,"	"
Taiwan,TWN,20200202,2,1,"Ministry of Education: extension on winter break applied to primary school, middle school and high school. No changes on exams. Parents can request for leaves to accompany kids. Source: https://news.ltn.com.tw/news/life/breakingnews/3055299",0,,,0,,,0,,,1,1,"https://ocgptweb.azurewebsites.net/View?param=Filter
'This trend of fast response continued after Taiwan activated its Central Epidemic Command Center (CECC), which serves as a coordinator of all epidemic responses and updates the public about COVID-19.' -one of the aims of CECC is to give massive information campaigns.",0,,,0,,,,,,,,,,10,0,29,"	"
Afghanistan,AFG,20200203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
United Arab Emirates,ARE,20200203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,,"	"
Argentina,ARG,20200203,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,0,"	"
Armenia,ARM,20200203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Australia,AUS,20200203,0,,,0,,,0,,,0,,,1,1,"Messaging changed from focusing on people who had been to China, to general public messaging. See, for example: https://www.facebook.com/healthgovau/photos/a.991516417558722/2904944246215920/?type=3&theater",0,,,3,"Australian Government organises the evacuation of first plane load of Australians from Wuhan, who then spend two weeks in quarantine: https://www.bbc.co.uk/news/world-australia-51352145",,,1,,,,,,11,0,29,"	"
Austria,AUT,20200203,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,0,,0,,0,,0,0,0,"	"
Azerbaijan,AZE,20200203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Belgium,BEL,20200203,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,0,,0,,0,,0,0,0,"	"
Bulgaria,BGR,20200203,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,0,,0,,0,,,,0,"	"
Bahrain,BHR,20200203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Belarus,BLR,20200203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Belize,BLZ,20200203,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,2,,0,,0,,,,0,"	"
Bermuda,BMU,20200203,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,0,"	"
Bolivia,BOL,20200203,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,0,"	"
Brazil,BRA,20200203,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,0,0,0,"	"
Barbados,BRB,20200203,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,0,"	"
Botswana,BWA,20200203,,,,0,,,0,,,0,,,1,1,Online public health website notification (http://web.archive.org/web/20200322110625/https://www.moh.gov.bw/coronavirus.html) and travellers posters (https://www.moh.gov.bw/Publications/coronavirus/Travellers_poster.pdf),0,,,1,Self referral screening from December,0,,5,https://tradingeconomics.com/botswana/interest-rate,0,,0,,,,19,"	"
Canada,CAN,20200203,0,,,0,,,0,,,0,,,0,,,0,,,1,,0,,1,,,,0,,4,0,5,"	"
Switzerland,CHE,20200203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Chile,CHL,20200203,0,0,,0,0,,0,0,,,0,,0,0,,0,0,,0,,0,,,,,,,,,,0,"	"
China,CHN,20200203,2,1,,2,1,,2,0,,2,0,,1,1,,2,0,,0,,,,,,,,,,14399,304,71,"	"
Democratic Republic of Congo,COD,20200203,0,,,0,,,0,,,0,,,,,,0,,,0,,0,,0,,,,0,,,,0,"	"
Costa Rica,CRI,20200203,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0,,,,,,,,,,0,"	"
Czech Republic,CZE,20200203,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,2,,0,,0,,0,0,0,"	"
Germany,DEU,20200203,0,0,,0,0,,0,0,,0,,,1,1,Health minister informs public about Coronavirus preparations; https://www.tagesschau.de/inland/coronavirus-germersheim-111.html,0,0,,0,,0,,0,,0,,0,,8,0,14,"	"
Denmark,DNK,20200203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Dominican Republic,DOM,20200203,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,0,0,0,"	"
Algeria,DZA,20200203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Ecuador,ECU,20200203,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,0,0,0,"	"
Egypt,EGY,20200203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Spain,ESP,20200203,0,,,0,,,0,,,0,,,1,1,,0,,,0,,0,,0,,0,,0,,1,0,14,"	"
Estonia,EST,20200203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Finland,FIN,20200203,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,0,,0,,0,,1,0,0,"	"
France,FRA,20200203,0,,,0,,,0,,,0,,,1,0,,0,,,2,,0,,0,,0,,0,,6,0,17,"	"
United Kingdom,GBR,20200203,0,0,,0,0,,0,0,,0,0,,1,1,,0,0,,0,,,,1,,,,,,2,0,14,"	"
Georgia,GEO,20200203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Greece,GRC,20200203,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,0,,0,,0,,0,0,0,"	"
Guatemala,GTM,20200203,0,0,,0,0,,0,0,,0,0,,1,1,,0,0,,2,,0,,0,,0,,0,,,,24,"	"
Guyana,GUY,20200203,0,0,,,,,,,,,,,0,0,,,,,0,,,,,,,,,,,,0,"	"
Hong Kong,HKG,20200203,2,1,,2,1,,2,1,,0,0,,1,1,,0,0,,3,,0,,,,0,,,,,,71,"	"
Honduras,HND,20200203,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,,0,,0,,0,,,,0,"	"
Croatia,HRV,20200203,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,3,,0,,0,,0,0,0,"	"
Hungary,HUN,20200203,0,,,0,,,0,,,0,,,1,1,,0,,,0,,0,,1,,0,,0,,,,14,"	"
Indonesia,IDN,20200203,1,0,,0,0,,0,0,,0,0,,1,1,Ministry of Communication & Information Technology planned to send SMS broadcast in cooperation with cellular providers,0,0,,1,,,,,,,,,,0,0,24,"	"
India,IND,20200203,0,,,0,,,0,,,0,,,1,0,"https://english.mathrubhumi.com/news/kerala/kerala-to-launch-awareness-campaign-after-positive-case-of-novel-coronavirus-detected-1.4489523
https://www.edexlive.com/news/2020/feb/03/kerala-government-plays-coronavirus-awareness-video-in-all-government-schools-heres-how-it-was-10120.html
https://www.thehindu.com/sci-tech/health/a-new-virus-emerges-in-china/article30567853.ece
https://economictimes.indiatimes.com/magazines/panache/this-live-interactive-dashboard-tracks-coronavirus-cases-in-real-time-has-resources-for-raising-awareness-about-virus/articleshow/73766595.cms?from=mdr
",0,,,1,https://www.mohfw.gov.in/pdf/TraveladvisorytotravelersvisitingChina25012020.pdf,0,,,https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49424,0,,0,,2,0,12,"	"
Ireland,IRL,20200203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Iran,IRN,20200203,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,0,,0,,0,,0,0,0,"	"
Iraq,IRQ,20200203,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,0,0,0,"	"
Iceland,ISL,20200203,0,0,,0,0,,0,0,,0,0,,1,1,,,,,,,,,,,,,,,0,0,14,"	"
Israel,ISR,20200203,0,0,,0,0,,0,0,,0,0,,,,,0,0,,1,,0,,0,,0,,1,,0,0,5,"	"
Italy,ITA,20200203,0,,,0,,,0,,,0,,,,,,0,,,3,,,,,,,,,,3,0,14,"	"
Jordan,JOR,20200203,0,0,,0,0,,0,0,,0,0,,,,,,,,0,,,,,,,,,,,,0,"	"
Japan,JPN,20200203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,0,,"	"
Kenya,KEN,20200203,0,,,0,,,0,,,0,,,0,,,0,,,1,,0,,8,,0,,0,,,,5,"	"
Cambodia,KHM,20200203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,"	"
South Korea,KOR,20200203,2,0,"A total of 336 schools in South Korea have temporarily shut down or postponed the start of the new semester due to fears of the spread of the new coronavirus, government data showed Monday.

According to the Ministry of Education, 245 kindergartens, 53 elementary schools, 21 middle schools, 16 high schools and one special education school nationwide have halted school operations or delayed reopening after winter vacation as of 9 a.m. as part of emergency measures to prevent the spread of the coronavirus.

In Gyeonggi Province that surrounds Seoul, educational authorities in Suwon and Bucheon *ordered* all kindergartens and elementary and secondary schools in their jurisdiction to close for a week.


https://en.yna.co.kr/view/AEN20200203005551315?section=search",0,,,2,0,,0,,,1,1,,0,,,3,https://world.kbs.co.kr/service/news_view.htm?lang=e&Seq_Code=151053 http://www.koreaherald.com/view.php?ud=20200202000194,0,,1.25,,0,,,,15,0,48,"	"
Kuwait,KWT,20200203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Laos,LAO,20200203,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,0,"	"
Lebanon,LBN,20200203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Sri Lanka,LKA,20200203,0,,,0,1,,0,,,0,,,1,1,Daily situatioin reports start,1,1,Avoidance of crowded areas advised,1,"Thermal scanners, health desk and screening of symptoms in airport",0,,7,"The Central Bank of Sri Lanka (CBSL) lowered the standing deposit facility rate (SDFR) and standing lending facility rate (SLFR) by 50 basis points (bps) each to 6.50% and 7.50%, respectively. The statutory reserve ratio (SRR) was, however, left unchanged at 5% (https://uk.reuters.com/article/sri-lanka-economy-rates/update-2-sri-lanka-cenbank-unexpectedly-cuts-key-interest-rates-to-support-growth-idUSL4N29Z0SN); https://tradingeconomics.com/sri-lanka/interest-rate",0,,0,,1,0,29,"	"
Lithuania,LTU,20200203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Luxembourg,LUX,20200203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Macao,MAC,20200203,2,1,,2,1,Public Administration and Civil Service workers will be exempted from work between the 3th and 7th of February 2020 [https://n,2,1,https://www.ssm.gov.mo/apps1/PreventCOVID-19/en.aspx#clg17458,,,,1,1,,1,1,,1,,,,,,,,,,,,71,"	"
Monaco,MCO,20200203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Mexico,MEX,20200203,0,0,,0,0,,0,0,,0,0,,1,1,,0,0,,1,,0,,0,,0,,0,,0,0,19,"	"
Macedonia,MKD,20200203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Myanmar,MMR,20200203,0,0,,0,0,,0,0,,0,0,,1,0,,0,0,,1,,0,,,,,,0,,,,12,"	"
Malaysia,MYS,20200203,0,0,,0,0,,0,0,,0,0,,1,1,"Ministry of Health has been issuing updates, guidance and infographics since around the time of the 1st case on 23 Jan 2020 [https://web.archive.org/save/http://www.moh.gov.my/index.php/pages/view/2019-ncov-wuhan-infografik; https://twitter.com/KKMPutrajaya; https://m.facebook.com/kementeriankesihatanmalaysia/] ",0,0,,3,,,,2.75,https://web.archive.org/web/20200327002900/https://www.bnm.gov.my/index.php?csrf=&ch=mone&pg=mone_opr_stmt&lang=en&yearfr=2020,,,,,8,0,29,"	"
Nigeria,NGA,20200203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
